#      Train        Test
      1.4272      1.96488 
     1.36604      2.04222 
     1.36734      2.05987 
     1.28352      2.32207 
     1.30721      2.12775 
     1.28958       1.8502 
     1.30376      1.87559 
     1.39863      2.28169 
      1.3312       2.5639 
     1.44524      1.86624 
     1.49172      1.94223 
     1.34621      2.53802 
     1.33311      1.95216 
     1.42131       2.1159 
     1.48956      1.96111 
     1.43656      3.04372 
     1.37747      2.40457 
     1.41946       2.9921 
     1.45559      1.95128 
     1.40979       1.7207 
     1.37266      1.67053 
     1.40238      1.80232 
     1.48968      2.90918 
     1.41866      2.09046 
     1.35182      1.66069 
     1.35198      2.48935 
     1.32361      2.13571 
     1.28203      1.92333 
     1.32623      2.24229 
     1.43616      2.16757 
     1.47023      2.14488 
     1.40791      2.28229 
     1.31357      2.56846 
     1.32813      2.22284 
     1.36468      2.25689 
     1.42031       1.8914 
     1.40683       2.2598 
     1.36347      2.00731 
     1.32638      2.52329 
     1.31126      2.42834 
     1.41404      1.85472 
     1.50583      2.05203 
     1.39067      2.57372 
     1.40356      2.05593 
     1.41698      1.98235 
     1.32344      1.78864 
     1.34074      2.60518 
     1.38184      2.51994 
      1.3687      2.88467 
     1.43635      2.03895 
     1.36474      2.92596 
     1.48611      2.01818 
     1.41012      2.75171 
     1.43957      2.27224 
      1.4015      2.36137 
     1.43052       2.4025 
     1.43301      2.10286 
     1.44324      1.78572 
     1.47433      1.97135 
     1.41018      2.29454 
     1.46502       2.8909 
      1.2454      2.04662 
     1.31297      2.08833 
     1.33318      2.04276 
     1.41959      2.24692 
     1.36921       2.6857 
     1.42549      1.98168 
     1.31783      2.41632 
     1.48713       2.6112 
      1.4705      2.68434 
      1.4375      2.03921 
     1.43683       1.8631 
      1.4053      3.56343 
      1.3377      2.35258 
     1.39032       1.9769 
     1.42306      2.09357 
     1.40748      2.77362 
     1.57498      2.16161 
     1.38932       2.2847 
     1.32351      2.17424 
     1.28528      2.15543 
      1.3234      2.43668 
     1.28294      2.28141 
      1.4298      2.61653 
     1.45098      1.98904 
     1.33326      2.18288 
     1.38892      2.15249 
     1.32349      2.59242 
     1.35757      2.26528 
     1.51813      3.35268 
     1.47524         2.69 
     1.43822      3.10565 
       1.436      2.26001 
     1.47252      2.00758 
     1.52128      2.08869 
     1.27617      2.32343 
     1.28635      2.09555 
     1.35906      1.82003 
     1.26921      2.34275 
     1.31849      2.08093 
     1.31369      2.25263 
     1.39023      1.95147 
     1.35256       2.4234 
     1.47435      2.66603 
      1.3132      2.89588 
     1.34071      1.85172 
     1.34191      2.09243 
      1.3827      2.10562 
     1.28432      1.91062 
     1.47189      2.18417 
       1.306      2.23417 
     1.27701       2.1416 
      1.3611      1.88654 
     1.30845      2.13705 
     1.33866      1.83496 
     1.26412      1.98379 
     1.38179      2.54796 
     1.44996      2.80062 
     1.50983      1.80171 
     1.38558      2.68916 
      1.5715      2.74941 
     1.35658      1.77063 
      1.3457      1.92446 
     1.30917      2.76579 
     1.41102      3.09282 
     1.50137      2.14189 
     1.55215      2.40205 
     1.57253      2.22967 
     1.38877       2.4127 
     1.42869      2.02181 
     1.53526      2.00631 
     1.39139      1.56886 
     1.39159      1.93014 
     1.33919      1.90089 
     1.30486      1.93097 
     1.43825      2.45383 
     1.37528      2.31711 
     1.35822      2.28115 
      1.3602      2.17228 
     1.39014       2.1141 
