#      Train        Test
     5.53872      6.66931 
      5.5324      7.00401 
     5.54138       6.5942 
     5.54162      6.78357 
     5.52772      7.01174 
     5.65228      6.75753 
     5.47693      6.64314 
     5.54453      6.74111 
     5.55038      7.03438 
     5.54833      6.81859 
     5.59404      6.74614 
     5.50104      7.38381 
     5.48173      6.42697 
     5.65402      7.16965 
     5.52392      6.42268 
     5.52027      7.02744 
     5.57192      6.66672 
     5.65817      6.69033 
     5.51068      7.00405 
     5.56126      6.17152 
     5.61984      7.27303 
     5.57455      6.73541 
     5.67589      6.71255 
     5.57195      6.48989 
     5.56082      7.01798 
     5.52921      6.85242 
     5.53215      6.70875 
     5.58662      6.58221 
     5.52917      6.29179 
     5.55951      7.22141 
     5.53158      7.00177 
     5.54101      6.40803 
     5.52255      6.46786 
     5.55516      7.19126 
     5.63643      6.59284 
     5.70821      6.99424 
     5.51178      6.66747 
     5.58616      6.52977 
     5.45478      6.47901 
     5.63613      6.53969 
      5.5592      6.54459 
     5.47488      6.54123 
     5.59854      6.97979 
     5.57533      6.65194 
     5.60489      6.67958 
     5.59723      7.00393 
     5.56682      6.99829 
     5.58592      6.96094 
     5.54478      7.17959 
     5.56498      6.36798 
     5.55757      6.41739 
     5.55265      6.24063 
     5.50891      6.42934 
     5.53357      6.57318 
      5.5054      6.73605 
     5.45357      6.85945 
     5.57325      6.19235 
     5.64626      7.17162 
     5.58502      5.82797 
     5.56874      6.60816 
     5.48391      7.22192 
     5.43903      6.81525 
     5.60726      6.56878 
     5.41039      6.72245 
     5.64451      6.65257 
      5.5417      6.53583 
     5.48502      7.05918 
     5.49529      6.45449 
      5.4733      6.21823 
     5.44298      6.91376 
     5.60304      6.56056 
     5.45534      7.28179 
     5.34618      6.44039 
      5.4547      6.99822 
     5.51615      6.45085 
     5.34019      6.73091 
     5.53662      6.84358 
     5.48785      6.27202 
     5.42263      6.82925 
     5.48427      6.60022 
     5.40141      6.05877 
      5.4992      6.87803 
     5.56034      6.66836 
     5.40748      6.73287 
     5.37304      6.42587 
     5.42064      6.49852 
     5.44376      6.62935 
     5.51244      6.98862 
     5.62789      6.88642 
     5.50219      6.59795 
     5.57173      6.83018 
     5.51022      6.24158 
     5.42645      6.40452 
     5.52543      6.82412 
     5.46249       6.1724 
      5.4181      6.83284 
     5.41712      6.51162 
     5.52975      6.98772 
      5.4451      6.65855 
     5.47147      6.67062 
     5.46167      6.17916 
     5.42041       6.4917 
     5.40579      6.29002 
     5.37681      6.48327 
     5.47286      7.00101 
     5.51215      6.69835 
     5.42705      6.19609 
     5.40453      6.44422 
     5.41253      6.87996 
     5.54363      6.57306 
     5.47615      6.53233 
     5.46054      6.28667 
     5.52117      6.45744 
     5.44071      6.30112 
     5.42608      6.72738 
     5.36885      6.41633 
     5.50355       6.6792 
     5.50584      7.00523 
     5.57304      6.63002 
      5.4957      6.91511 
     5.57639      6.90065 
     5.62689      6.57989 
     5.50463      6.49435 
     5.40392      6.52337 
     5.51626       6.8948 
     5.42292      7.16271 
     5.49403      6.77287 
     5.48267      6.64141 
     5.43261      6.65617 
     5.49159      7.27103 
     5.40267       6.9895 
     5.60945      7.10023 
     5.60934      6.74633 
     5.54779      6.95288 
      5.5661      6.62016 
      5.5506       6.5929 
     5.58782      6.43757 
     5.51293      7.15635 
     5.51323      7.01051 
     5.36552      6.90607 
     5.49932      6.89913 
     5.48896      6.69398 
     5.39861      6.38461 
      5.6418      6.79327 
     5.41993       6.8574 
     5.51639      7.10291 
     5.42969      6.44591 
     5.50422      6.69826 
     5.34866      6.33822 
      5.5399      6.59464 
     5.37973      6.65744 
     5.45571      6.40373 
     5.40078      6.40405 
     5.49083      6.73951 
     5.42754      6.77405 
     5.36319      6.71806 
     5.46095      7.06512 
     5.35083      6.27181 
     5.38792      6.85778 
       5.408      6.78277 
     5.40403       6.6999 
     5.42457      6.72984 
     5.26611      6.69474 
     5.39176      6.87151 
      5.3539      6.46961 
     5.40772       6.4841 
     5.35581      6.63151 
     5.44122      6.73204 
     5.42924      6.64488 
     5.45972      6.98647 
     5.48205      6.62374 
     5.44409      6.95152 
     5.42561      6.69291 
     5.41621      6.35078 
     5.34108      7.07687 
     5.36593      6.93916 
     5.35773       6.7874 
     5.33701      6.82719 
     5.45386      6.51854 
      5.3376      6.65238 
      5.4931      6.47662 
     5.43743      6.68949 
     5.43113      6.56888 
     5.48315      6.61408 
     5.36644      6.66668 
     5.27449      6.79519 
     5.37353       6.7562 
     5.48258      6.71378 
     5.41525      6.71298 
     5.31137      6.64296 
      5.3863      6.09996 
     5.40074       6.5481 
     5.51418      6.53076 
     5.43129      6.52387 
     5.48881      6.82384 
     5.49273      6.29219 
     5.34549        6.729 
     5.41588      6.71622 
     5.39783      6.39473 
     5.47274      6.47814 
     5.40618      6.70509 
     5.47827      6.35155 
     5.38681       6.8805 
     5.39427       6.8553 
     5.39745       6.8122 
     5.39691      6.40077 
     5.23722      6.08579 
     5.35422      6.58974 
     5.47114      7.04964 
     5.40632      6.28467 
     5.33153      6.46776 
     5.38559      6.58562 
     5.26088      6.68783 
      5.4966      6.65033 
     5.39675      6.50515 
     5.34958      6.47126 
     5.42906      6.63798 
     5.36995      6.78836 
     5.26131      6.90639 
     5.33815      7.03569 
     5.39488      6.36482 
     5.49205      7.14731 
     5.50462      6.70374 
      5.5456      6.92746 
      5.5456       7.3537 
     5.38151      6.82433 
      5.4437      6.54386 
     5.34564      6.45664 
     5.43075      6.66544 
      5.4509      7.05817 
     5.38116      6.31665 
     5.45881       6.9448 
     5.39178        6.338 
     5.30864      6.67387 
     5.41342      6.32453 
     5.32787      6.70723 
     5.42571      6.58839 
     5.46795      6.63544 
     5.42182      6.53083 
      5.4317      6.79745 
     5.24062      6.56914 
     5.27254      6.91146 
     5.29509      6.61079 
     5.24402      7.26318 
     5.30109      6.73019 
     5.26883      6.49204 
     5.42418      6.80711 
     5.28698      7.26989 
     5.33482       6.9538 
     5.31143      7.14917 
     5.32645      6.62391 
     5.31164      6.54643 
     5.48556      6.51571 
     5.27988       6.3876 
     5.27196       6.7009 
     5.40806      6.43127 
      5.2803      6.46485 
     5.20426      6.59968 
     5.31124      6.39437 
     5.27834      6.59011 
     5.18944      6.35304 
     5.16696      6.95348 
      5.2071       6.7656 
     5.24029      6.65787 
      5.1975      6.59825 
     5.29655      6.36984 
     5.15768      7.42663 
     5.28964      6.84451 
     5.35964      6.63658 
      5.3321      6.74906 
     5.34967      6.31101 
     5.49648      6.60588 
     5.42647      6.47192 
     5.36572      7.28271 
     5.53561      6.47844 
     5.48473      7.07219 
     5.38188      6.37788 
     5.38041      7.17268 
